revisited,avg_avg_bitrate,avg_buffer_ratio,avg_buffer_underruns,avg_playtime,avg_startup_time,avg_bitrate,bufferRatio,buffer_underruns,playtime,startup_time,betterBitrate,betterBufferRatio,betterBufferUnderruns,betterPlayTime,betterStartupTime,visitsSameDay
0,1.122295576374743,4.671843626264629,0.319755600814664,26.39453496266125,2.4702993890020366,0.0,1.513545347467609,1.0,28.3,0.642,0.0,0.0,0.0,1.0,0.0,9
0,0.4235102295081969,1.313741131531861,0.3442622950819671,31.988183060109314,4.166831967213112,0.0,0.0,0.0,41.38333333333333,4.322,0.0,0.0,0.0,0.0,0.0,5
0,1.5983525,0.0699673029338989,0.625,114.12083333333334,4.468375,1.61206,0.0,0.0,134.21666666666667,3.846,0.0,0.0,0.0,1.0,1.0,0
0,2.6836390000000003,1.4302706526345144,2.3260869565217392,52.70471014492754,2.9796086956521726,3.19867,0.0,0.0,112.55,4.41,1.0,0.0,0.0,1.0,0.0,0
0,2.1694096666666685,16.615848270255782,2.7516339869281055,38.10185185185183,4.827790849673202,1.60137,0.12384669978708304,2.0,93.93333333333334,4.225,0.0,0.0,0.0,0.0,0.0,2
0,2.0001279493670894,11.678306806259407,3.430379746835441,32.044198312236304,2.8396329113924064,1.69178,0.0,0.0,57.71666666666667,1.509,1.0,1.0,1.0,1.0,1.0,2
0,0.6487221818181818,8.454021329632997,0.39999999999999974,37.93560606060609,4.9768818181818135,0.0,0.0,0.0,92.36666666666666,2.535,0.0,0.0,0.0,1.0,1.0,0
0,1.640346476683937,15.139837465935528,1.3678756476683935,39.10544041450781,7.67713989637306,1.23228,0.0,0.0,55.86666666666667,6.478,0.0,0.0,0.0,0.0,1.0,0
0,9.747055937500004,14.710788583046353,1.3750000000000002,32.76458333333334,2.4529999999999994,14.6313,0.0,0.0,41.516666666666666,1.131,1.0,0.0,0.0,1.0,1.0,1
0,0.0,11.01679474779385,0.14814814814814814,23.871604938271602,2.2161481481481484,0.0,0.0,0.0,0.9666666666666667,1.309,0.0,0.0,0.0,1.0,1.0,4
0,2.215076,0.4325268774709445,0.7999999999999998,20.664666666666673,2.9087599999999996,3.35523,0.2441816816816817,3.0,88.8,3.328,0.0,0.0,0.0,0.0,0.0,0
0,0.16769571428571428,0.42284159573379615,1.607142857142857,82.48214285714282,3.971464285714285,0.0,0.0,0.0,125.86666666666666,4.834,0.0,1.0,1.0,0.0,0.0,1
0,28.164588093457933,6.589119862605494,0.1214953271028038,17.50381619937694,1.6267897196261687,28.3382,0.0,0.0,35.53333333333333,1.403,0.0,0.0,0.0,0.0,1.0,0
0,1.254305818181818,2.66965610823646,1.127272727272727,41.83151515151519,0.9318909090909095,1.60138,0.0,0.0,58.25,1.704,1.0,0.0,0.0,1.0,0.0,0
0,1.3131899134615372,3.021407660151307,0.03846153846153844,25.12889957264956,2.9161346153846153,1.62378,0.0,0.0,76.35,4.12,1.0,0.0,0.0,1.0,0.0,10
0,1.6093814285714287,0.0,0.0,105.75,4.359285714285715,1.61721,0.0,0.0,102.08333333333333,3.707,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,4.816666666666669,2.8508947368421067,0.0,0.0,0.0,0.21666666666666667,2.583,0.0,0.0,0.0,0.0,1.0,1
0,2.621710968750001,41.064460713923566,0.125,37.427343749999984,4.695171875000003,3.46618,0.0,0.0,41.18333333333333,3.839,0.0,0.0,0.0,0.0,0.0,0
0,42.012428088495575,2.655279092555388,0.0619469026548673,45.36061946902655,1.764672566371682,9.43414,0.0,0.0,79.21666666666667,1.347,0.0,0.0,0.0,0.0,0.0,0
0,0.10888763157894737,0.0,0.0,8.74736842105263,8.211842105263159,0.0,0.0,0.0,2.216666666666667,5.277,0.0,0.0,0.0,1.0,0.0,5
0,0.0,1.011051800616495,0.276595744680851,8.584397163120569,2.3646808510638295,0.0,0.0,0.0,40.95,3.161,0.0,0.0,0.0,1.0,0.0,0
0,34.145697586206886,0.0,0.0,20.589655172413796,2.1061724137931037,1.26101,0.0,0.0,0.21666666666666667,1.864,0.0,0.0,0.0,0.0,0.0,8
0,6.1817,0.0,0.0,48.91666666666667,5.416874999999999,1.63358,0.0,0.0,101.11666666666666,5.598,0.0,0.0,0.0,1.0,0.0,0
0,1.3977875714285726,0.059164422399820324,0.034013605442176874,16.198072562358284,3.0637687074829922,1.53633,0.0,0.0,1.5166666666666666,1.685,0.0,0.0,0.0,0.0,1.0,3
0,0.0,4.643073503431042,0.9491525423728814,46.276412429378546,3.0142966101694917,0.0,0.27172977624784855,1.0,77.46666666666667,1.874,0.0,0.0,0.0,0.0,1.0,2
0,1.1385892435897433,56.404357392380476,0.871794871794872,19.307371794871802,6.6299871794871805,0.0,0.0,0.0,0.05,29.364,0.0,0.0,0.0,0.0,0.0,11
0,0.6427078724544467,1.6529416611179986,0.1618435155412649,21.834369417649178,1.832231511254021,1.65338,0.0,0.0,65.05,0.643,1.0,0.0,0.0,1.0,0.0,1
0,5.468337200000001,67.49103618421053,0.6,50.708333333333336,2.1481000000000003,0.200962,663.3947368421053,3.0,1.9,2.72,0.0,0.0,0.0,0.0,0.0,0
0,1.9348975,42.4537037037037,0.25,43.895833333333336,1.17425,3.73466,0.0,0.0,0.6666666666666666,0.15,1.0,0.0,0.0,0.0,1.0,3
0,0.0,0.35166528832418614,0.08510638297872339,27.989893617021266,4.1542872340425525,0.0,0.0,0.0,97.51666666666667,9.595,0.0,0.0,0.0,1.0,0.0,0
0,2.528642027972028,0.2787720383409786,0.1678321678321679,20.186713286713296,5.800545454545457,3.49038,0.0,0.0,28.766666666666666,8.5,1.0,1.0,1.0,1.0,0.0,3
0,1.8339381038961033,0.22506958702487917,0.22077922077922074,43.96190476190475,2.3595974025974016,1.62692,0.0,0.0,57.63333333333333,2.409,0.0,0.0,0.0,1.0,1.0,0
0,2.0386611541850215,1.3754927183280286,0.01762114537444933,23.155066079295135,3.168220264317181,1.67497,0.0,0.0,8.65,5.078,0.0,0.0,0.0,1.0,0.0,11
